waterbody,site,recorded_site,date,latitude,longitude,survey_area,sample_id,sample_method,sample_unit_m2,live_oly_count,dead_oly_count,notes
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T1_47.5,Transect,0.25,1,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_2.5,Transect,0.25,2,1,Transect 2 is characterized by an abundance of relic sand dollars.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_7.5,Transect,0.25,2,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_12.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_17.5,Transect,0.25,1,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_22.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_27.5,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_32.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_37.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_42.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T2_47.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_2.5,Transect,0.25,1,1,Transect 3 is characterized by an abundance of relic sand dollars and green algae. Most of transect 3 is in standing (seep) water.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_7.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_12.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_17.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_22.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_27.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_32.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_37.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_42.5,Transect,0.25,2,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T3_47.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_2.5,Transect,0.25,0,0,Transect 4 is characterized by an abundance of relic sand dollars and green algae.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_7.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_12.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_17.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_22.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_27.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_32.5,Transect,0.25,3,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_37.5,Transect,0.25,1,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_42.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T4_47.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_2.5,Transect,0.25,0,0,Transect 5 is characterized by an abundance of relic sand dollars and green algae.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_7.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_12.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_17.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_22.5,Transect,0.25,1,0,Anoxic sand present
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_27.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_32.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_37.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_42.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T5_47.5,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_2.5,Transect,0.25,1,0,Transect 6 is characterized by an abundance of relic sand dollars and green algae.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_7.5,Transect,0.25,3,0,1 Nucella.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_12.5,Transect,0.25,3,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_17.5,Transect,0.25,2,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_22.5,Transect,0.25,0,2,"Shift in habitat to cobble, no longer in water seep."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_27.5,Transect,0.25,0,2,"Shift in habitat to cobble, no longer in water seep. 2 Nucella."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_32.5,Transect,0.25,0,0,"Shift in habitat to cobble, no longer in water seep."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_37.5,Transect,0.25,8,3,"Shift in habitat to cobble, no longer in water seep. 1 Nucella."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_42.5,Transect,0.25,1,3,"Shift in habitat to cobble, no longer in water seep."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T6_47.5,Transect,0.25,0,0,"Shift in habitat to cobble, no longer in water seep. 1 Ocinebrellus."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_2.5,Transect,0.25,0,0,"Transect 7 is characterized by a mix of smaller cobble rocks and sand, not in a seep/standing water. 1 Nucella in quadrat."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_7.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_12.5,Transect,0.25,1,3,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_17.5,Transect,0.25,0,0,3 Ocinebrellus.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_22.5,Transect,0.25,1,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_27.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_32.5,Transect,0.25,0,0,4 Ocinebrellus and Ocinebrellus eggs.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_37.5,Transect,0.25,3,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_42.5,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T7_47.5,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_2.5,Transect,0.25,1,0,"Transect 8 is characterized by a mix of cobble rocks and sand, in a seep/standing water. 1 Nucella in quadrat."
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_7.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_12.5,Transect,0.25,8,2,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_17.5,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_22.5,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_27.5,Transect,0.25,2,1,Standing water/in the seep.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_32.5,Transect,0.25,3,0,NA
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_37.5,Transect,0.25,6,2,1 Nucella.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_42.5,Transect,0.25,1,0,1 Ocinebrellus.
Dyes Inlet,Silverdale,Barker Creek,2022-06-15,NA,NA,Reference,T8_47.5,Transect,0.25,0,0,"Dry (not in the seep), mostly cobble here."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T1_3,Transect,0.25,0,1,Sample ID here is Transect #_Distance on transect tape. Quadrat size is 0.25m^2. Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T1_13,Transect,0.25,0,0,Offshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T1_23,Transect,0.25,1,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T1_33,Transect,0.25,0,0,Offshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T1_43,Transect,0.25,0,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T2_6.4,Transect,0.25,1,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T2_16.4,Transect,0.25,0,0,Offshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T2_26.4,Transect,0.25,3,1,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T2_36.4,Transect,0.25,1,0,Offshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T2_46.4,Transect,0.25,0,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T3_4.5,Transect,0.25,0,0,"Onshore, Sand dollar habitat. T3 lost of filamentous green algae."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T3_14.5,Transect,0.25,0,0,"Offshore, Sand dollar habitat."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T3_24.5,Transect,0.25,1,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T3_34.5,Transect,0.25,0,0,"Offshore, Bambo Worm"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T3_44.5,Transect,0.25,0,0,"Onshore, Bambo Worm."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T4_5.6,Transect,0.25,0,0,"Onshore, Sand dollar habitat."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T4_15.6,Transect,0.25,0,0,"Offshore, Sand dollar habitat."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T4_25.6,Transect,0.25,0,1,"Offshore, Sand dollar habitat, Drill holes (maybe moonsnail?)"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T4_35.6,Transect,0.25,0,0,"Offshore, Drill holes (maybe moonsnail?)"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T4_45.6,Transect,0.25,0,0,Onshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T5_4.3,Transect,0.25,4,0,"Offshore, Sand dollar habitat"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T5_14.3,Transect,0.25,1,0,"Onshore, Sand dollar habitat, in enhancement (lots of Pacific shell)"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T5_24.3,Transect,0.25,0,0,"Offshore, Sand dollar habitat, in enhancement"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T5_34.3,Transect,0.25,0,0,"Onshore, in enhancement"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T5_44.3,Transect,0.25,0,0,"Offshore, bamboo worm."
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T6_3.6,Transect,0.25,0,0,Offshore
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T6_13.6,Transect,0.25,0,0,"Onshore, rocky"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T6_23.6,Transect,0.25,1,0,"Offshore, rocky"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T6_33.6,Transect,0.25,0,0,"Onshore, rocky"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T6_43.6,Transect,0.25,1,2,"Offshore, rocky"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T7_4.7,Transect,0.25,2,0,"Offshore, bamboo worm, native drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T7_14.7,Transect,0.25,0,0,"Onshore, bamboo worm, native drill snail, gren filament algae"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T7_24.7,Transect,0.25,1,2,"Offshore, rocky, native drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T7_34.7,Transect,0.25,0,1,"Onshore, rocky, native drill snail,"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T7_44.7,Transect,0.25,0,0,"Offshore, rocky, native drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T8_6,Transect,0.25,2,0,"Offshore, native drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T8_16,Transect,0.25,0,1,"Onshore, native drill snail, green filamentous algae"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T8_26,Transect,0.25,4,0,"Offshore, Bamboo worm, native drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T8_36,Transect,0.25,9,0,"Onshore, native drill snail, invasive drill snail"
Dyes Inlet,Silverdale,Barker Creek,2024-06-24,NA,NA,Reference,T8_46,Transect,0.25,3,0,"Offshore, rocky, native drill snail."
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_49.5_off,Transect,0.25,3,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_44.5_on,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_39.5_off,Transect,0.25,1,0,"ulva, drill (3)"
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_34.5_on,Transect,0.25,2,0,"ulva, drill (2)"
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_29.5_off,Transect,0.25,1,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_24.5_on,Transect,0.25,0,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_19.5_off,Transect,0.25,2,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_14.5_on,Transect,0.25,0,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_9.5_off,Transect,0.25,0,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T1_4.5_on,Transect,0.25,0,1,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_2.3_off,Transect,0.25,0,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_7.3_on,Transect,0.25,2,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_12.3_off,Transect,0.25,1,0,"drill (1), ulva"
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_17.3_on,Transect,0.25,0,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_22.3_off,Transect,0.25,0,0,"drill (1), ulva"
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_27.3_on,Transect,0.25,1,1,drill (1)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_32.3_off,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_37.3_on,Transect,0.25,1,0,nucella (3)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_42.3_off,Transect,0.25,1,0,drill (2)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T2_47.3_on,Transect,0.25,0,0,drill eggs
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_5.4_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_10.4_NA,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_15.4_NA,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_20.4_NA,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_25.4_NA,Transect,0.25,1,0,drill (1)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_30.4_NA,Transect,0.25,0,0,nucella (1)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_35.4_NA,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_40.4_NA,Transect,0.25,0,0,drill (2)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_45.4_NA,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T3_50.4_NA,Transect,0.25,0,1,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_2_NA,Transect,0.25,1,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_7_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_12_NA,Transect,0.25,0,0,drill (2)
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_17_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_22_NA,Transect,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_27_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_32_NA,Transect,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_37_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_42_NA,Transect,0.25,0,0,bamboo worms
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T4_47_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T5_2.3_NA,Transect,0.25,1,0,ulva
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T5_7.3_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T5_12.3_NA,Transect,0.25,0,0,NA
Dyes Inlet,Silverdale,Barker Creek,2025-06-25,NA,NA,Reference,T5_17.3_NA,Transect,0.25,0,0,NA
